id	gender	age	profession	sportiv	smoker	interestd in having a smoke shop	conservative or liberal	RT @ericamtucker: Here is my story... Thx @HIGH_TIMES_Mag!! 💖 @HERBworthy @SnoopDogg @JohnMayer @tommychong #thetuckerfight #legalizeit #ma…	Add your name to tell AG Jeff Sessions we won't let him drag us back to darkest days of the #WarOnDrugs #LegalizeIt https://t.co/Y6tfTzVO2r	Gov. Scott signs medical #marijuana plan #cannabis  https://t.co/Is3DBx8fue #medicalmarijuana #CBD… https://t.co/3GOHye7ABn	@PAHouseGOP Pennsylvania should declare itself independent of federal marijuana law  #legalizeit	Long lines in Nevada as recreational marijuana goes on salehttps://t.co/lDpDctJzqI#StonerMagazine #CNN #LasVegas… https://t.co/HJ9WoxuaR8	Public Consumption Gets Another Go in Alaska https://t.co/Tz3mnlafNv #legalizeit #sativa #cannabis https://t.co/Fkpyna6gdW	RT @RadioRiddler: Working on a special remix! #Reggae #PeterTosh #LegalizeIt	Here Are Five Ways #Marijuana Is Better For You Than Alcohol https://t.co/WDrUbLPvow #legalizeit #dope #mmj https://t.co/pJQ08ESHXN	what the trap going to do when weed becomes legal in every state? it will be a sad story, but shit it was good whil… https://t.co/SOxH8A7noW	#Cannabis around the world!  #legalizeit #marijuana #naturalhealth https://t.co/D8XYeWH03f	Team Cannabis' Latest Recruits Are Greece, Canadian AIDS Research, And Pets #cannabis #legalizeIt https://t.co/eIYilVSRrs	RT @420weedin: Team Cannabis' Latest Recruits Are Greece, Canadian AIDS Research, And Pets #cannabis #legalizeIt https://t.co/eIYilVSRrs	RT @the420wire: John Morgan sues state for blocking the smoking of medical #marijuana https://t.co/IkS3EYkzkl #thc #legalizeit #dank	Medical Marijuana works. I can tell you that *without* having to have a discussion on efficacy. #LegalizeIt https://t.co/9DvmjxA1QP	Here is a real #UnhealthySongs #legalizeit #marijuana #pot #MedicalMarijuana #CannabisCommunity #CannabisMedicinal… https://t.co/hoaR36aK67	RT @LivingOnChi: #LegalizeIt #SpreadTheSeeds #GeoEngineering10/6/15➖➖➖How #Hemp Can Clean Up #Fukushima Nuclear Disaster Radshttps://t.…	@FemaleTexts 😂😂😂😂me right now with the human-version treats 🤤😂😂😂#edibles #LegalizeIt	So fitting #legalizeit https://t.co/uVD9ikrJyv	Robin Williams’ Son Hosts Party for ‘Luxury Cannabis’ | Cannabis Culture https://t.co/Hi8zZsMj7P #cannabis #Marijuana #legalizeit  🌱 💨	Marijuana Industry Gears Up After N.J. Candidate Backs Legalization https://t.co/SLmE6rzIUw #medicalmarijuana #legalizeit	RT @PhiloStoney: So fitting #legalizeit https://t.co/M7HXwg9MhM	Supporting the movement! #4thOfJuly2017 #PARADE #LegalizeIt #605Compassion #NewApproachSD #DeathwithDignitySD Come… https://t.co/Yty6Un2uxF	RT @the420wire: Hemp: The misguided story of marijuana's cousin https://t.co/jI5ZsZKPoF #hash #legalizeit #the420wire https://t.co/hzGSEbrm…	Canada's Recreational #Marijuana Approach Is Pure Genius, but It Would Never Work in the U.S. #legalizeIt #uk https://t.co/p7hVrA73mG	Congrats to #nevada and the city of #lasvegas for giving adults the ability to purchase legally #mrniceguymarketing… https://t.co/H5tvGcPUTM	Cops shut our party down on 4th of July for fireworks, was writing $500 ticket, FBI neighbor attending talked them out of it. #legalizeit	@JK_Columbus @realDonaldTrump @FLOTUS Yes! That's exactly right.  #legalizeit	RT @the420wire: Drug Policy Alliance: Time to Decriminalize, NYC Racial Disparities Remain https://t.co/0RsZWqzpvs #legalizeit #indica #kus…	How can the Earth be illegal? #legalizeit #cannabis #cannabisismedicine	Does anyone have a list of state legislators who are trying to repeal and replace legalized marijuana in Massachusetts? #MApoli #LegalizeIt	Study: Cannabis Just as Effective on Migraines as Pharmaceuticals -  https://t.co/IVoI1sMsIG #breakthetaboo #legalizeit	Lawmakers resume talks on compromise marijuana bill #cannabis #legalizeIt https://t.co/KE7xkMnWL3	RT @the420wire: Take Advantage of Amazon Prime With These Fun #Cannabis Deals https://t.co/EF4TXky8TU #legalizeit #weed #4twenty https://t.…	Sid is a badass!  #sidhaig #robertzdar #highonthehogmovie #packittight #legalizeit #filmstreet #scotchworthy… https://t.co/yXGVtJVBqj	Marijuana candy bar mold - https://t.co/jNMi7NAOlR #marijuana #LegalizeIt #bong #Grinders #shop #MMOT #hemp https://t.co/ZZxmCEUTy0	Brooklynn attorney tells Jeff Sessions that #legalization is WORKING. More via @MerryJane #LegalizeIt #GreenRush… https://t.co/2DLL8ECB3y	RT @d_k_buntovnik: Read my #ShortStory MEATPACKER JACK #proletarianliterature #socialism #legalizeit https://t.co/3mrPnAlMpm	420 rasta!  treat anything &amp; everything with Ganja!  natural #medicine from jah mother earth!  #herb #legalizeit	Please take 5-10 minutes to fill this out &amp; have your say. #legalizeit #cdnpoli #cannabis https://t.co/S4f7praC1k	I have faith President (soon to be elect) @TheRock will remove #Marijuana from being a schedule 1 &amp; then federally… https://t.co/a0x1ssGMwL	N.Y. Health Dept. improves #medicalmarijuana program https://t.co/hqQMhn9W2q #710#medicalmarijuana #CBD… https://t.co/EwlwdKzFn2	RT @ladybuggedhc: Add your name to tell AG Jeff Sessions we won't let him drag us back to darkest days of the #WarOnDrugs #LegalizeIt https…	RT @LearnMarijuana: Benefit #542. Legalizing Cannabis could help raise funds for education, health care, etc... #LegalizeIt https://t.co/Wr…	Dammit @realDonaldTrump! The least you can do is take pot offa Schedule 1! #LegalizeIt &amp; you'll make people like yo… https://t.co/CbD6E0p4CP	RT @420weedin: Nevada’s weed shortage emergency is freaking out Canada #cannabis #legalizeIt https://t.co/9T1JVam5S5	#THCoin is the first bank of #pot and helps end the #warondrugs , #legalizeit .  Pay the #high way.  Coming soon!… https://t.co/dlY9avek06	#Oregon Legislature Passes Bill to #Decriminalize #Cocaine, #Meth, and #Heroin https://t.co/yUQkNhCPyp #Drugs #Drugwar #LegalizeIt	RT @420weedin: Cannabis and the Consolidation Curve #cannabis #legalizeIt https://t.co/VJMzeqhRoj	Just feeling really thankful that my state has declared a state of emergency because we're out of weed.… https://t.co/pHZkIkpFSl	Cool! #legalizeit https://t.co/Fc5bkjRW2t
0	other	39	self-employed	true	false	true	false	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
1	female	78	other	true	true	true	false	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0
2	male	3	other	false	true	true	true	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
3	female	83	student (highschool)	false	false	true	true	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0
4	female	12	self-employed	true	true	false	true	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0
5	other	88	student (highschool)	false	true	true	false	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0
6	female	50	self-employed	true	true	false	false	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0
7	female	79	student (highschool)	true	false	true	false	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
8	female	34	unemployed/seeking employment	false	false	true	true	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0
9	male	83	unemployed/seeking employment	false	false	false	false	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0
10	other	8	student (university)	true	false	true	false	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
11	male	78	student (university)	true	false	false	true	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0
12	male	5	self-employed	false	true	true	false	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0
13	other	3	self-employed	true	true	false	false	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0
14	female	93	student (highschool)	true	true	false	false	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0
